top;id;keywords;keywordsSimScore;revenue;revenueSimScore;numEmployees;employeesSimScore;totalScore
1;7821c68de6bbf24ba61cf2cced25a475190328d4;[Computer+science, Electronics, Software];0.75;96000.0;0.989258264569155;0.0;0.9999617865549815;0.9347954594197795
2;4e11a2174baeccd6a7a6946d5caf25b8475407fa;[Computer+science, Electronics, Software];0.75;56000.0;0.8879869002224522;0.0;0.9999617865549815;0.9094776183331038
3;64a6883e38d6e5e362744ac8a733eec4b32fdb97;[Computer+science, Electronics, Software];0.75;153000.0;0.8666691849448793;3.0;0.9999847146219926;0.9041596535472161
4;dd15741fc7689fdb1c4fe7e2975d2a232c819687;[Computer, Computer+science, Electronics, Software];0.6;101000.0;0.9973036805236135;1.0;0.9999694292439852;0.8993106347528961
5;0e9c05f6726447ab326c48b92d6838764d3bdfb6;[Design, Computer+science, Electronics, Software];0.6;108000.0;0.9786319140183762;1.0;0.9999694292439852;0.8946426931265867
6;afd0147f2a88a754c13ebd1ecbc7dc3e603e9c87;[Computer+science, Electronics, E-commerce, Telecommunications];0.6;82000.0;0.9525627454359351;2.0;0.9999770719329889;0.8881292223254782
7;72729e5ad3966a39d7c948687e9328e10409b1ba;[Computer+science, Electronics, Hardware, Software];0.6;80000.0;0.9474328437332346;0.0;0.9999617865549815;0.8868391042107994
8;f262c31f141ec9634faa00c7e73998068d02c72e;[Industry, Computer+science, Electronics, Software];0.6;123000.0;0.9397897441782952;2.0;0.9999770719329889;0.8849359720110683
9;03500ecd97941b3bfd9d7770592efede100b871b;[Computer, Computer+science, Electronics, Software];0.6;68000.0;0.9172284088904017;1.0;0.9999694292439852;0.8792918168445931
10;32a7403c14878eebcd11b20fb07167a1d9b28839;[Mobile+phone, Computer+science, Electronics, Software];0.6;67000.0;0.9147552680672155;1.0;0.9999694292439852;0.8786735316387966
11;004e3d30a1a4ca7618917354e63b91d8296713c5;[Computer+science, Electronics, E-commerce, Information+systems];0.6;66000.0;0.9122887956217988;1.0;0.9999694292439852;0.8780569135274423
12;67ff3b4efc62a8de7ad76f1c2b962d8d9664e289;[Design, Computer+network, Computer, Computer+science, Electronics, E-commerce, Software];0.5714285714285714;123000.0;0.9397897441782952;3.0;0.9999847146219926;0.8777969362127129
13;d446d4cdd3f186650d443cb08eaff77a686909a1;[Computer, Computer+science, Electronics, Software];0.6;64000.0;0.9073757839924461;1.0;0.9999694292439852;0.8768286606201041
14;4aa2b20497440c60d24436bf3cd2212100944f40;[Computer+science, Electronics, E-commerce, Electronic+cigarette];0.6;139000.0;0.9000558314526246;1.0;0.9999694292439852;0.8749986724851488
15;6814d36d582a662e40ea2f233ab21ceb5bff3c38;[Computer, Computer+science, Electronics, Software, Internet];0.5;100000.0;1.0;1.0;0.9999694292439852;0.8749847146219927
16;4ebdb4ddbeb56724da917a060643a46b41558565;[Computer+science, Electronics, Hardware, Software];0.6;60000.0;0.8976289933844437;1.0;0.9999694292439852;0.8743919629681036
17;2d95ff870a0e12a1584bf3626077126761dc015d;[Computer+science, Electronics, Hardware, Software];0.6;140000.0;0.8976289933844436;1.0;0.9999694292439852;0.8743919629681035
18;3abcc8ccfa600a033aba96ec2ec493f09f625721;[Technology, Computer+science, Electronics, Hardware, Software];0.5;101000.0;0.9973036805236135;1.0;0.9999694292439852;0.8743106347528959
19;0472b5b47c58a6a4280f40c797333f2feb88bca8;[Electronics, Software];0.5;101000.0;0.9973036805236135;0.0;0.9999617865549815;0.8743068134083941
20;026ea3db36f4742b36e53dcf3a3ed570f45eda93;[Technology, Computer+science, Electronics, Software, Electrical+measurements];0.5;102000.0;0.9946146311859458;1.0;0.9999694292439852;0.8736383724184791
21;3d0eba57b0577fee539a4708ffa35aa7aeb14f89;[Computer+science, Software];0.5;98000.0;0.9946146311859457;1.0;0.9999694292439852;0.8736383724184791
