top;id;keywords;keywordsSimScore;revenue;revenueSimScore;numEmployees;employeesSimScore;totalScore
1;7821c68de6bbf24ba61cf2cced25a475190328d4;[Computer+science, Electronics, Software];0.75;96000.0;0.9890845872942203;0.0;0.9999617865549815;2.364046373849202
2;dd15741fc7689fdb1c4fe7e2975d2a232c819687;[Computer, Computer+science, Electronics, Software];0.6;101000.0;0.997259905203178;1.0;0.9999694292439852;2.297229334447163
3;0e9c05f6726447ab326c48b92d6838764d3bdfb6;[Design, Computer+science, Electronics, Software];0.6;108000.0;0.9782883208229781;1.0;0.9999694292439852;2.278257750066963
4;4e11a2174baeccd6a7a6946d5caf25b8475407fa;[Computer+science, Electronics, Software];0.75;56000.0;0.8862735294420583;0.0;0.9999617865549815;2.2612353159970398
5;afd0147f2a88a754c13ebd1ecbc7dc3e603e9c87;[Computer+science, Electronics, E-commerce, Telecommunications];0.6;82000.0;0.9518104195876047;2.0;0.9999770719329889;2.2517874915205938
6;6814d36d582a662e40ea2f233ab21ceb5bff3c38;[Computer, Computer+science, Electronics, Software, Internet];0.5;100000.0;1.0;1.0;0.9999694292439852;2.2499694292439854
7;6814d36d582a662e40ea2f233ab21ceb5bff3c38;[Computer, Computer+science, Electronics, Software, Internet];0.5;100000.0;1.0;1.0;0.9999694292439852;2.2499694292439854
8;3abcc8ccfa600a033aba96ec2ec493f09f625721;[Technology, Computer+science, Electronics, Hardware, Software];0.5;101000.0;0.997259905203178;1.0;0.9999694292439852;2.247229334447163
9;0472b5b47c58a6a4280f40c797333f2feb88bca8;[Electronics, Software];0.5;101000.0;0.997259905203178;0.0;0.9999617865549815;2.2472216917581593
10;72729e5ad3966a39d7c948687e9328e10409b1ba;[Computer+science, Electronics, Hardware, Software];0.6;80000.0;0.946601464337426;0.0;0.9999617865549815;2.2465632508924074
11;3d0eba57b0577fee539a4708ffa35aa7aeb14f89;[Computer+science, Software];0.5;98000.0;0.9945273185258514;1.0;0.9999694292439852;2.2444967477698365
12;7dff53cc0c2cd78cadab12e54cdb1bb502828887;[Computer+science, Software];0.5;97000.0;0.9918022193950613;1.0;0.9999694292439852;2.2417716486390464
13;64a6883e38d6e5e362744ac8a733eec4b32fdb97;[Computer+science, Electronics, Software];0.75;153000.0;0.8646552956583708;3.0;0.9999847146219926;2.2396400102803633
14;7b5e968e6ad19ba6982095e8bcf18a2577cea77d;[Trade, Computer+science, Electronics, Hardware, Software];0.5;104000.0;0.9890845872942203;1.0;0.9999694292439852;2.239054016538206
15;e5187e19d06686607f87d463c6168ffb7a16aeec;[Computer+science, Electronics];0.5;96000.0;0.9890845872942203;1.0;0.9999694292439852;2.239054016538206
16;5523cef274b195f27becf5d79d1c5ec166ed2f37;[Computer+science, Electronics];0.5;96000.0;0.9890845872942203;12.0;0.9999465011769741;2.2390310884711946
17;f262c31f141ec9634faa00c7e73998068d02c72e;[Industry, Computer+science, Electronics, Software];0.6;123000.0;0.9388414332124742;2.0;0.9999770719329889;2.238818505145463
18;977b6967007b8254e025dc5536c5e78c1e1974ad;[Data+processing, Design, Computer+science, Electronics, Software];0.5;107000.0;0.9809762888478559;2.0;0.9999770719329889;2.2309533607808447
19;9895dfb83fe0052c64aee1f23a0a1c823c4c9a33;[Computer+science, E-commerce, Hardware, Software, Internet];0.5;107000.0;0.9809762888478559;1.0;0.9999694292439852;2.2309457180918413
20;baf7c5b390cc562ef550757a9715670b37c07a96;[Computer+science, Software];0.5;108000.0;0.9782883208229781;4.0;0.9999923573109963;2.2282806781339746
