top;id;keywords;keywordsSimScore;revenue;revenueSimScore;numEmployees;employeesSimScore;totalScore
1;7821c68de6bbf24ba61cf2cced25a475190328d4;[Computer+science, Electronics, Software];0.75;96000.0;0.989258264569155;0.0;0.9999617865549815;0.9321195789233229
2;dd15741fc7689fdb1c4fe7e2975d2a232c819687;[Computer, Computer+science, Electronics, Software];0.6;101000.0;0.9973036805236135;1.0;0.9999694292439852;0.8986441975728031
3;0e9c05f6726447ab326c48b92d6838764d3bdfb6;[Design, Computer+science, Electronics, Software];0.6;108000.0;0.9786319140183762;1.0;0.9999694292439852;0.8893083143201844
4;4e11a2174baeccd6a7a6946d5caf25b8475407fa;[Computer+science, Electronics, Software];0.75;56000.0;0.8879869002224522;0.0;0.9999617865549815;0.8814838967499715
5;afd0147f2a88a754c13ebd1ecbc7dc3e603e9c87;[Computer+science, Electronics, E-commerce, Telecommunications];0.6;82000.0;0.9525627454359351;2.0;0.9999770719329889;0.8762756407012148
6;6814d36d582a662e40ea2f233ab21ceb5bff3c38;[Computer, Computer+science, Electronics, Software, Internet];0.5;100000.0;1.0;1.0;0.9999694292439852;0.8749923573109963
7;72729e5ad3966a39d7c948687e9328e10409b1ba;[Computer+science, Electronics, Hardware, Software];0.6;80000.0;0.9474328437332346;0.0;0.9999617865549815;0.8737068685053626
8;3abcc8ccfa600a033aba96ec2ec493f09f625721;[Technology, Computer+science, Electronics, Hardware, Software];0.5;101000.0;0.9973036805236135;1.0;0.9999694292439852;0.8736441975728031
9;0472b5b47c58a6a4280f40c797333f2feb88bca8;[Electronics, Software];0.5;101000.0;0.9973036805236135;0.0;0.9999617865549815;0.8736422869005521
10;026ea3db36f4742b36e53dcf3a3ed570f45eda93;[Technology, Computer+science, Electronics, Software, Electrical+measurements];0.5;102000.0;0.9946146311859458;1.0;0.9999694292439852;0.8722996729039693
11;3d0eba57b0577fee539a4708ffa35aa7aeb14f89;[Computer+science, Software];0.5;98000.0;0.9946146311859457;1.0;0.9999694292439852;0.8722996729039691
12;7dff53cc0c2cd78cadab12e54cdb1bb502828887;[Computer+science, Software];0.5;97000.0;0.9919328323843801;1.0;0.9999694292439852;0.8709587735031864
13;64a6883e38d6e5e362744ac8a733eec4b32fdb97;[Computer+science, Electronics, Software];0.75;153000.0;0.8666691849448793;3.0;0.9999847146219926;0.8708307711279378
14;f262c31f141ec9634faa00c7e73998068d02c72e;[Industry, Computer+science, Electronics, Software];0.6;123000.0;0.9397897441782952;2.0;0.9999770719329889;0.8698891400723948
15;7b5e968e6ad19ba6982095e8bcf18a2577cea77d;[Trade, Computer+science, Electronics, Hardware, Software];0.5;104000.0;0.989258264569155;1.0;0.9999694292439852;0.8696214895955738
16;e5187e19d06686607f87d463c6168ffb7a16aeec;[Computer+science, Electronics];0.5;96000.0;0.989258264569155;1.0;0.9999694292439852;0.8696214895955738
17;5523cef274b195f27becf5d79d1c5ec166ed2f37;[Computer+science, Electronics];0.5;96000.0;0.989258264569155;12.0;0.9999465011769741;0.869615757578821
18;977b6967007b8254e025dc5536c5e78c1e1974ad;[Data+processing, Design, Computer+science, Electronics, Software];0.5;107000.0;0.9812777523337385;2.0;0.9999770719329889;0.8656331441501164
19;9895dfb83fe0052c64aee1f23a0a1c823c4c9a33;[Computer+science, E-commerce, Hardware, Software, Internet];0.5;107000.0;0.9812777523337385;1.0;0.9999694292439852;0.8656312334778655
20;baf7c5b390cc562ef550757a9715670b37c07a96;[Computer+science, Software];0.5;108000.0;0.9786319140183762;4.0;0.9999923573109963;0.8643140463369372
