top;id;keywords;keywordsSimScore;revenue;revenueSimScore;numEmployees;employeesSimScore;totalScore
1;93e0963df7a5fc2ae79a99d044309f2f1c6dbda5;[Computer+science, Electronics, E-commerce, Software];1.0;5000.0;0.7737578544766506;-1;0.0;0.85475157089533
2;7821c68de6bbf24ba61cf2cced25a475190328d4;[Computer+science, Electronics, Software];0.75;96000.0;0.989258264569155;0.0;0.9999617865549815;0.8228478315693291
3;4e11a2174baeccd6a7a6946d5caf25b8475407fa;[Computer+science, Electronics, Software];0.75;56000.0;0.8879869002224522;0.0;0.9999617865549815;0.8025935586999885
4;64a6883e38d6e5e362744ac8a733eec4b32fdb97;[Computer+science, Electronics, Software];0.75;153000.0;0.8666691849448793;3.0;0.9999847146219926;0.7983323084511751
5;748f0555339a41ecdcb7de308ccf49f79f5f071c;[Computer+science, Electronics, E-commerce, Electronic+component, Software];0.8;396000.0;0.4496937499420128;0.0;0.9999617865549815;0.7499349286439007
6;c4d2d5060b40ae3e8320de7b6cf0385bc8bdb6d4;[Data+center, Computer, Computer+science, Electronics, E-commerce, Software];0.6666666666666666;30000.0;0.827788761154854;1.0;0.9999694292439852;0.7322213618220359
7;408ec80ed642a1922c869d32c3bacd664c37b839;[Electronics, E-commerce, Software];0.75;339000.0;0.5245100442042965;1.0;0.9999694292439852;0.7298989517652578
8;dd15741fc7689fdb1c4fe7e2975d2a232c819687;[Computer, Computer+science, Electronics, Software];0.6;101000.0;0.9973036805236135;1.0;0.9999694292439852;0.7194576790291212
9;729f94ed258d9f8446f924cc6b3bd3bb025d6371;[Supermarket, Computer+science, Electronics, E-commerce, Software, Internet];0.6666666666666666;0.0;0.7633824644084446;6.0;0.9999923573109963;0.7193423952794553
10;c0371252afcf9bd3dad9c2f18c864fce280b5d96;[Data+processing, Computer+science, Electronics, E-commerce, Hardware, Software];0.6666666666666666;0.0;0.7633824644084446;0.0;0.9999617865549815;0.7193393382038538
11;0e9c05f6726447ab326c48b92d6838764d3bdfb6;[Design, Computer+science, Electronics, Software];0.6;108000.0;0.9786319140183762;1.0;0.9999694292439852;0.7157233257280737
12;afd0147f2a88a754c13ebd1ecbc7dc3e603e9c87;[Computer+science, Electronics, E-commerce, Telecommunications];0.6;82000.0;0.9525627454359351;2.0;0.9999770719329889;0.7105102562804859
13;72729e5ad3966a39d7c948687e9328e10409b1ba;[Computer+science, Electronics, Hardware, Software];0.6;80000.0;0.9474328437332346;0.0;0.9999617865549815;0.709482747402145
14;f262c31f141ec9634faa00c7e73998068d02c72e;[Industry, Computer+science, Electronics, Software];0.6;123000.0;0.9397897441782952;2.0;0.9999770719329889;0.7079556560289579
15;03500ecd97941b3bfd9d7770592efede100b871b;[Computer, Computer+science, Electronics, Software];0.6;68000.0;0.9172284088904017;1.0;0.9999694292439852;0.7034426247024789
16;32a7403c14878eebcd11b20fb07167a1d9b28839;[Mobile+phone, Computer+science, Electronics, Software];0.6;67000.0;0.9147552680672155;1.0;0.9999694292439852;0.7029479965378416
17;004e3d30a1a4ca7618917354e63b91d8296713c5;[Computer+science, Electronics, E-commerce, Information+systems];0.6;66000.0;0.9122887956217988;1.0;0.9999694292439852;0.7024547020487583
18;d446d4cdd3f186650d443cb08eaff77a686909a1;[Computer, Computer+science, Electronics, Software];0.6;64000.0;0.9073757839924461;1.0;0.9999694292439852;0.7014720997228878
19;87382a859efaedb2664f183381d5c535fd03c341;[Trade, Computer+science, Electronics, E-commerce, Hardware, Software];0.6666666666666666;250000.0;0.666980703360473;3.0;0.9999847146219926;0.7000612788009606
20;4aa2b20497440c60d24436bf3cd2212100944f40;[Computer+science, Electronics, E-commerce, Electronic+cigarette];0.6;139000.0;0.9000558314526246;1.0;0.9999694292439852;0.7000081092149235
